,dataset,method_a,method_b,nb_doc,inter5,inter10,rappel5,rappel10,good_inter,bad_inter,type
39,DUC-2001,FirstPhrases,MPRank,308,1.672077922077922,4.308441558441558,0.5324675324675324,0.6136363636363636,0.4448051948051948,3.8636363636363638,news
40,DUC-2001,CorrRNN_News,CorrRNN_News,308,5.0,9.96103896103896,0.32142857142857145,0.4512987012987013,0.4512987012987013,9.50974025974026,news
41,DUC-2001,CorrRNN_News,PositionRank,308,0.4902597402597403,1.25,0.8603896103896104,1.1363636363636365,0.32142857142857145,0.9285714285714286,news
42,DUC-2001,PositionRank,CorrRNN_News,308,0.4902597402597403,1.25,0.8603896103896104,1.1363636363636365,0.32142857142857145,0.9285714285714286,news
43,DUC-2001,CorrRNN_News,EmbedRank,308,0.3344155844155844,0.9058441558441559,0.7824675324675324,1.077922077922078,0.18181818181818182,0.724025974025974,news
44,DUC-2001,EmbedRank,CorrRNN_News,308,0.3344155844155844,0.9058441558441559,0.7824675324675324,1.077922077922078,0.18181818181818182,0.724025974025974,news
45,DUC-2001,CorrRNN_News,TfIdf,308,0.8474025974025974,1.7564935064935066,0.6168831168831169,0.9155844155844156,0.2305194805194805,1.525974025974026,news
46,DUC-2001,TfIdf,CorrRNN_News,308,0.8474025974025974,1.7564935064935066,0.6168831168831169,0.9155844155844156,0.2305194805194805,1.525974025974026,news
47,DUC-2001,CorrRNN_News,TextRank,308,0.19480519480519481,0.6688311688311688,0.6201298701298701,0.8928571428571429,0.1525974025974026,0.5162337662337663,news
48,DUC-2001,TextRank,CorrRNN_News,308,0.19480519480519481,0.6688311688311688,0.6201298701298701,0.8928571428571429,0.1525974025974026,0.5162337662337663,news
49,DUC-2001,CorrRNN_News,CopyRNN_News,308,1.2370129870129871,2.409090909090909,0.42207792207792205,0.6006493506493507,0.2435064935064935,2.1655844155844157,news
50,DUC-2001,CopyRNN_News,CorrRNN_News,308,1.2370129870129871,2.409090909090909,0.42207792207792205,0.6006493506493507,0.2435064935064935,2.1655844155844157,news
51,DUC-2001,CorrRNN_News,CopyRNN,308,0.9090909090909091,1.7272727272727273,0.5064935064935064,0.7045454545454546,0.17207792207792208,1.5551948051948052,news
52,DUC-2001,CopyRNN,CorrRNN_News,308,0.9090909090909091,1.7272727272727273,0.5064935064935064,0.7045454545454546,0.17207792207792208,1.5551948051948052,news
53,DUC-2001,CorrRNN_News,CorrRNN,308,0.9123376623376623,1.8733766233766234,0.6233766233766234,0.8733766233766234,0.2662337662337662,1.6071428571428572,news
54,DUC-2001,CorrRNN,CorrRNN_News,308,0.9123376623376623,1.8733766233766234,0.6233766233766234,0.8733766233766234,0.2662337662337662,1.6071428571428572,news
55,DUC-2001,CorrRNN_News,FirstPhrases,308,0.5974025974025974,1.4415584415584415,0.8214285714285714,1.1233766233766234,0.3246753246753247,1.1168831168831168,news
56,DUC-2001,FirstPhrases,CorrRNN_News,308,0.5974025974025974,1.4415584415584415,0.8214285714285714,1.1233766233766234,0.3246753246753247,1.1168831168831168,news
57,DUC-2001,PositionRank,PositionRank,308,4.990259740259741,9.928571428571429,0.9512987012987013,1.3766233766233766,1.3766233766233766,8.551948051948052,news
58,DUC-2001,PositionRank,EmbedRank,308,1.5714285714285714,4.327922077922078,1.2824675324675325,1.6915584415584415,0.8246753246753247,3.5032467532467533,news
59,DUC-2001,EmbedRank,PositionRank,308,1.5714285714285714,4.327922077922078,1.2824675324675325,1.6915584415584415,0.8246753246753247,3.5032467532467533,news
60,DUC-2001,PositionRank,TfIdf,308,0.7142857142857143,2.4740259740259742,1.301948051948052,1.7175324675324675,0.6461038961038961,1.827922077922078,news
61,DUC-2001,TfIdf,PositionRank,308,0.7142857142857143,2.4740259740259742,1.301948051948052,1.7175324675324675,0.6461038961038961,1.827922077922078,news
62,DUC-2001,PositionRank,TextRank,308,2.2857142857142856,5.646103896103896,1.0389610389610389,1.4707792207792207,0.7467532467532467,4.89935064935065,news
63,DUC-2001,TextRank,PositionRank,308,2.2857142857142856,5.646103896103896,1.0389610389610389,1.4707792207792207,0.7467532467532467,4.89935064935065,news
64,DUC-2001,PositionRank,CopyRNN_News,308,0.3344155844155844,1.0032467532467533,1.1785714285714286,1.594155844155844,0.3181818181818182,0.685064935064935,news
65,DUC-2001,CopyRNN_News,PositionRank,308,0.3344155844155844,1.0032467532467533,1.1785714285714286,1.594155844155844,0.3181818181818182,0.685064935064935,news
66,DUC-2001,PositionRank,CopyRNN,308,0.42207792207792205,1.224025974025974,1.198051948051948,1.6428571428571428,0.32792207792207795,0.8961038961038961,news
67,DUC-2001,CopyRNN,PositionRank,308,0.42207792207792205,1.224025974025974,1.198051948051948,1.6428571428571428,0.32792207792207795,0.8961038961038961,news
68,DUC-2001,PositionRank,CorrRNN,308,0.7077922077922078,1.827922077922078,1.2857142857142858,1.7305194805194806,0.5811688311688312,1.2467532467532467,news
69,DUC-2001,CorrRNN,PositionRank,308,0.7077922077922078,1.827922077922078,1.2857142857142858,1.7305194805194806,0.5811688311688312,1.2467532467532467,news
70,DUC-2001,PositionRank,FirstPhrases,308,1.4642857142857142,2.9805194805194803,1.3246753246753247,1.896103896103896,0.8896103896103896,2.090909090909091,news
71,DUC-2001,FirstPhrases,PositionRank,308,1.4642857142857142,2.9805194805194803,1.3246753246753247,1.896103896103896,0.8896103896103896,2.090909090909091,news
72,DUC-2001,EmbedRank,EmbedRank,308,4.990259740259741,9.928571428571429,0.9512987012987013,1.4772727272727273,1.4772727272727273,8.4512987012987,news
73,DUC-2001,EmbedRank,TfIdf,308,0.7857142857142857,2.331168831168831,1.4285714285714286,2.1136363636363638,0.6233766233766234,1.7077922077922079,news
74,DUC-2001,TfIdf,EmbedRank,308,0.7857142857142857,2.331168831168831,1.4285714285714286,2.1136363636363638,0.6233766233766234,1.7077922077922079,news
75,DUC-2001,EmbedRank,TextRank,308,1.5584415584415585,4.37012987012987,1.2142857142857142,1.8084415584415585,0.7597402597402597,3.6103896103896105,news
76,DUC-2001,TextRank,EmbedRank,308,1.5584415584415585,4.37012987012987,1.2142857142857142,1.8084415584415585,0.7597402597402597,3.6103896103896105,news
77,DUC-2001,EmbedRank,CopyRNN_News,308,0.3181818181818182,0.9025974025974026,1.301948051948052,1.8993506493506493,0.2305194805194805,0.672077922077922,news
78,DUC-2001,CopyRNN_News,EmbedRank,308,0.3181818181818182,0.9025974025974026,1.301948051948052,1.8993506493506493,0.2305194805194805,0.672077922077922,news
79,DUC-2001,EmbedRank,CopyRNN,308,0.512987012987013,1.3668831168831168,1.2305194805194806,1.8116883116883118,0.36363636363636365,1.0032467532467533,news
80,DUC-2001,CopyRNN,EmbedRank,308,0.512987012987013,1.3668831168831168,1.2305194805194806,1.8116883116883118,0.36363636363636365,1.0032467532467533,news
81,DUC-2001,EmbedRank,CorrRNN,308,0.5844155844155844,1.5162337662337662,1.3896103896103895,2.022727272727273,0.5487012987012987,0.9675324675324676,news
82,DUC-2001,CorrRNN,EmbedRank,308,0.5844155844155844,1.5162337662337662,1.3896103896103895,2.022727272727273,0.5487012987012987,0.9675324675324676,news
83,DUC-2001,EmbedRank,FirstPhrases,308,0.5454545454545454,1.577922077922078,1.6655844155844155,2.435064935064935,0.7045454545454546,0.8733766233766234,news
84,DUC-2001,FirstPhrases,EmbedRank,308,0.5454545454545454,1.577922077922078,1.6655844155844155,2.435064935064935,0.7045454545454546,0.8733766233766234,news
85,DUC-2001,TfIdf,TfIdf,308,4.990259740259741,9.928571428571429,0.8636363636363636,1.448051948051948,1.448051948051948,8.480519480519481,news
86,DUC-2001,TfIdf,TextRank,308,0.2564935064935065,1.4123376623376624,1.4772727272727273,2.3181818181818183,0.40584415584415584,1.0064935064935066,news
87,DUC-2001,TextRank,TfIdf,308,0.2564935064935065,1.4123376623376624,1.4772727272727273,2.3181818181818183,0.40584415584415584,1.0064935064935066,news
88,DUC-2001,TfIdf,CopyRNN_News,308,0.9090909090909091,1.8831168831168832,1.1006493506493507,1.724025974025974,0.45454545454545453,1.4285714285714286,news
89,DUC-2001,CopyRNN_News,TfIdf,308,0.9090909090909091,1.8831168831168832,1.1006493506493507,1.724025974025974,0.45454545454545453,1.4285714285714286,news
90,DUC-2001,TfIdf,CopyRNN,308,1.5324675324675325,2.9967532467532467,1.0974025974025974,1.7402597402597402,0.5162337662337663,2.4805194805194803,news
91,DUC-2001,CopyRNN,TfIdf,308,1.5324675324675325,2.9967532467532467,1.0974025974025974,1.7402597402597402,0.5162337662337663,2.4805194805194803,news
92,DUC-2001,TfIdf,CorrRNN,308,1.1590909090909092,2.642857142857143,1.37012987012987,2.0064935064935066,0.6623376623376623,1.9805194805194806,news
93,DUC-2001,CorrRNN,TfIdf,308,1.1590909090909092,2.642857142857143,1.37012987012987,2.0064935064935066,0.6623376623376623,1.9805194805194806,news
94,DUC-2001,TfIdf,FirstPhrases,308,0.8571428571428571,2.801948051948052,1.6136363636363635,2.392857142857143,0.8344155844155844,1.9675324675324675,news
95,DUC-2001,FirstPhrases,TfIdf,308,0.8571428571428571,2.801948051948052,1.6136363636363635,2.392857142857143,0.8344155844155844,1.9675324675324675,news
96,DUC-2001,TextRank,TextRank,308,4.990259740259741,9.928571428571429,0.8084415584415584,1.4967532467532467,1.4967532467532467,8.431818181818182,news
97,DUC-2001,TextRank,CopyRNN_News,308,0.16233766233766234,0.5844155844155844,1.301948051948052,2.0876623376623376,0.18831168831168832,0.3961038961038961,news
98,DUC-2001,CopyRNN_News,TextRank,308,0.16233766233766234,0.5844155844155844,1.301948051948052,2.0876623376623376,0.18831168831168832,0.3961038961038961,news
99,DUC-2001,TextRank,CopyRNN,308,0.09740259740259741,0.5194805194805194,1.3474025974025974,2.198051948051948,0.19480519480519481,0.3246753246753247,news
100,DUC-2001,CopyRNN,TextRank,308,0.09740259740259741,0.5194805194805194,1.3474025974025974,2.198051948051948,0.19480519480519481,0.3246753246753247,news
101,DUC-2001,TextRank,CorrRNN,308,0.22402597402597402,0.7857142857142857,1.5551948051948052,2.4740259740259742,0.36363636363636365,0.42207792207792205,news
102,DUC-2001,CorrRNN,TextRank,308,0.22402597402597402,0.7857142857142857,1.5551948051948052,2.4740259740259742,0.36363636363636365,0.42207792207792205,news
103,DUC-2001,TextRank,FirstPhrases,308,0.4805194805194805,1.3311688311688312,1.6883116883116882,2.7857142857142856,0.6201298701298701,0.711038961038961,news
104,DUC-2001,FirstPhrases,TextRank,308,0.4805194805194805,1.3311688311688312,1.6883116883116882,2.7857142857142856,0.6201298701298701,0.711038961038961,news
105,DUC-2001,CopyRNN_News,CopyRNN_News,308,5.0,10.0,0.5746753246753247,0.8214285714285714,0.8214285714285714,9.178571428571429,news
106,DUC-2001,CopyRNN_News,CopyRNN,308,1.0422077922077921,2.081168831168831,0.9675324675324676,1.405844155844156,0.37662337662337664,1.7045454545454546,news
107,DUC-2001,CopyRNN,CopyRNN_News,308,1.0422077922077921,2.081168831168831,0.9675324675324676,1.405844155844156,0.37662337662337664,1.7045454545454546,news
108,DUC-2001,CopyRNN_News,CorrRNN,308,0.8214285714285714,1.6915584415584415,1.2532467532467533,1.7857142857142858,0.4448051948051948,1.2467532467532467,news
109,DUC-2001,CorrRNN,CopyRNN_News,308,0.8214285714285714,1.6915584415584415,1.2532467532467533,1.7857142857142858,0.4448051948051948,1.2467532467532467,news
110,DUC-2001,CopyRNN_News,FirstPhrases,308,0.5162337662337663,1.2694805194805194,1.4935064935064934,2.3279220779220777,0.5,0.7694805194805194,news
111,DUC-2001,FirstPhrases,CopyRNN_News,308,0.5162337662337663,1.2694805194805194,1.4935064935064934,2.3279220779220777,0.5,0.7694805194805194,news
112,DUC-2001,CopyRNN,CopyRNN,308,5.0,10.0,0.6785714285714286,1.0227272727272727,1.0227272727272727,8.977272727272727,news
113,DUC-2001,CopyRNN,CorrRNN,308,1.5909090909090908,3.581168831168831,1.2564935064935066,1.7954545454545454,0.672077922077922,2.909090909090909,news
114,DUC-2001,CorrRNN,CopyRNN,308,1.5909090909090908,3.581168831168831,1.2564935064935066,1.7954545454545454,0.672077922077922,2.909090909090909,news
115,DUC-2001,CopyRNN,FirstPhrases,308,0.7435064935064936,1.801948051948052,1.594155844155844,2.50974025974026,0.5811688311688312,1.2207792207792207,news
116,DUC-2001,FirstPhrases,CopyRNN,308,0.7435064935064936,1.801948051948052,1.594155844155844,2.50974025974026,0.5811688311688312,1.2207792207792207,news
117,DUC-2001,CorrRNN,CorrRNN,308,5.0,9.957792207792208,0.9415584415584416,1.4772727272727273,1.4772727272727273,8.480519480519481,news
118,DUC-2001,CorrRNN,FirstPhrases,308,1.0292207792207793,2.477272727272727,1.6753246753246753,2.633116883116883,0.9675324675324676,1.5097402597402598,news
119,DUC-2001,FirstPhrases,CorrRNN,308,1.0292207792207793,2.477272727272727,1.6753246753246753,2.633116883116883,0.9675324675324676,1.5097402597402598,news
120,DUC-2001,FirstPhrases,FirstPhrases,308,4.990259740259741,9.928571428571429,1.2337662337662338,2.155844155844156,2.155844155844156,7.7727272727272725,news
121,Inspec,FirstPhrases,FirstPhrases,500,4.998,9.884,1.686,2.786,2.786,7.098,abstract
122,Inspec,FirstPhrases,CopyRNN,500,1.444,3.11,2.476,3.792,1.544,1.566,abstract
123,Inspec,CopyRNN,FirstPhrases,500,1.444,3.11,2.476,3.792,1.544,1.566,abstract
124,Inspec,FirstPhrases,TfIdf,500,2.804,6.402,2.368,3.776,2.474,3.928,abstract
125,Inspec,TfIdf,FirstPhrases,500,2.804,6.402,2.368,3.776,2.474,3.928,abstract
126,Inspec,FirstPhrases,EmbedRank,500,1.706,5.1,2.724,4.004,1.96,3.14,abstract
127,Inspec,EmbedRank,FirstPhrases,500,1.706,5.1,2.724,4.004,1.96,3.14,abstract
128,Inspec,FirstPhrases,MPRank,500,3.31,7.386,2.136,3.35,2.302,5.084,abstract
129,Inspec,MPRank,FirstPhrases,500,3.31,7.386,2.136,3.35,2.302,5.084,abstract
130,Inspec,FirstPhrases,Kea,500,3.334,7.842,2.24,3.4,2.678,5.164,abstract
131,Inspec,Kea,FirstPhrases,500,3.334,7.842,2.24,3.4,2.678,5.164,abstract
132,Inspec,FirstPhrases,PositionRank,500,2.53,6.16,2.38,3.632,2.268,3.892,abstract
133,Inspec,PositionRank,FirstPhrases,500,2.53,6.16,2.38,3.632,2.268,3.892,abstract
134,Inspec,FirstPhrases,CorrRNN,500,1.446,3.088,2.486,3.71,1.622,1.466,abstract
135,Inspec,CorrRNN,FirstPhrases,500,1.446,3.088,2.486,3.71,1.622,1.466,abstract
136,Inspec,FirstPhrases,TextRank,500,1.474,4.568,2.746,4.076,1.888,2.68,abstract
137,Inspec,TextRank,FirstPhrases,500,1.474,4.568,2.746,4.076,1.888,2.68,abstract
138,Inspec,FirstPhrases,CopyRNN_News,500,0.482,1.308,1.948,3.11,0.498,0.81,abstract
139,Inspec,CopyRNN_News,FirstPhrases,500,0.482,1.308,1.948,3.11,0.498,0.81,abstract
140,Inspec,CopyRNN,CopyRNN,500,5.0,10.0,1.632,2.598,2.598,7.402,abstract
141,Inspec,CopyRNN,TfIdf,500,1.446,3.196,2.782,4.416,1.674,1.522,abstract
142,Inspec,TfIdf,CopyRNN,500,1.446,3.196,2.782,4.416,1.674,1.522,abstract
143,Inspec,CopyRNN,EmbedRank,500,1.228,3.1,2.85,4.312,1.532,1.568,abstract
144,Inspec,EmbedRank,CopyRNN,500,1.228,3.1,2.85,4.312,1.532,1.568,abstract
145,Inspec,CopyRNN,MPRank,500,1.436,3.114,2.63,3.916,1.57,1.544,abstract
146,Inspec,MPRank,CopyRNN,500,1.436,3.114,2.63,3.916,1.57,1.544,abstract
147,Inspec,CopyRNN,Kea,500,1.566,3.362,2.758,4.218,1.692,1.67,abstract
148,Inspec,Kea,CopyRNN,500,1.566,3.362,2.758,4.218,1.692,1.67,abstract
149,Inspec,CopyRNN,PositionRank,500,1.37,3.276,2.774,4.16,1.602,1.674,abstract
150,Inspec,PositionRank,CopyRNN,500,1.37,3.276,2.774,4.16,1.602,1.674,abstract
151,Inspec,CopyRNN,CorrRNN,500,2.406,5.116,2.234,3.316,1.86,3.256,abstract
152,Inspec,CorrRNN,CopyRNN,500,2.406,5.116,2.234,3.316,1.86,3.256,abstract
153,Inspec,CopyRNN,TextRank,500,0.856,2.568,2.972,4.478,1.378,1.19,abstract
154,Inspec,TextRank,CopyRNN,500,0.856,2.568,2.972,4.478,1.378,1.19,abstract
155,Inspec,CopyRNN,CopyRNN_News,500,0.654,1.638,1.882,2.916,0.52,1.118,abstract
156,Inspec,CopyRNN_News,CopyRNN,500,0.654,1.638,1.882,2.916,0.52,1.118,abstract
157,Inspec,TfIdf,TfIdf,500,4.998,9.884,2.02,3.51,3.51,6.374,abstract
158,Inspec,TfIdf,EmbedRank,500,2.124,6.142,2.902,4.34,2.478,3.664,abstract
159,Inspec,EmbedRank,TfIdf,500,2.124,6.142,2.902,4.34,2.478,3.664,abstract
160,Inspec,TfIdf,MPRank,500,2.856,6.368,2.488,3.904,2.508,3.86,abstract
161,Inspec,MPRank,TfIdf,500,2.856,6.368,2.488,3.904,2.508,3.86,abstract
162,Inspec,TfIdf,Kea,500,4.326,8.29,2.214,3.746,3.096,5.194,abstract
163,Inspec,Kea,TfIdf,500,4.326,8.29,2.214,3.746,3.096,5.194,abstract
164,Inspec,TfIdf,PositionRank,500,2.676,6.614,2.666,4.146,2.572,4.042,abstract
165,Inspec,PositionRank,TfIdf,500,2.676,6.614,2.666,4.146,2.572,4.042,abstract
166,Inspec,TfIdf,CorrRNN,500,1.534,3.268,2.784,4.358,1.752,1.516,abstract
167,Inspec,CorrRNN,TfIdf,500,1.534,3.268,2.784,4.358,1.752,1.516,abstract
168,Inspec,TfIdf,TextRank,500,1.888,6.194,2.996,4.374,2.458,3.736,abstract
169,Inspec,TextRank,TfIdf,500,1.888,6.194,2.996,4.374,2.458,3.736,abstract
170,Inspec,TfIdf,CopyRNN_News,500,0.54,1.298,2.288,3.816,0.548,0.75,abstract
171,Inspec,CopyRNN_News,TfIdf,500,0.54,1.298,2.288,3.816,0.548,0.75,abstract
172,Inspec,EmbedRank,EmbedRank,500,4.998,9.884,1.95,3.34,3.34,6.544,abstract
173,Inspec,EmbedRank,MPRank,500,1.868,5.212,2.836,4.182,2.07,3.142,abstract
174,Inspec,MPRank,EmbedRank,500,1.868,5.212,2.836,4.182,2.07,3.142,abstract
175,Inspec,EmbedRank,Kea,500,2.094,5.83,2.948,4.362,2.324,3.506,abstract
176,Inspec,Kea,EmbedRank,500,2.094,5.83,2.948,4.362,2.324,3.506,abstract
177,Inspec,EmbedRank,PositionRank,500,3.05,7.146,2.61,4.0,2.568,4.578,abstract
178,Inspec,PositionRank,EmbedRank,500,3.05,7.146,2.61,4.0,2.568,4.578,abstract
179,Inspec,EmbedRank,CorrRNN,500,1.182,2.94,2.974,4.428,1.54,1.4,abstract
180,Inspec,CorrRNN,EmbedRank,500,1.182,2.94,2.974,4.428,1.54,1.4,abstract
181,Inspec,EmbedRank,TextRank,500,2.872,7.118,2.644,4.02,2.678,4.44,abstract
182,Inspec,TextRank,EmbedRank,500,2.872,7.118,2.644,4.02,2.678,4.44,abstract
183,Inspec,EmbedRank,CopyRNN_News,500,0.352,1.112,2.3,3.768,0.436,0.676,abstract
184,Inspec,CopyRNN_News,EmbedRank,500,0.352,1.112,2.3,3.768,0.436,0.676,abstract
185,Inspec,MPRank,MPRank,500,4.998,9.884,1.826,2.928,2.928,6.956,abstract
186,Inspec,MPRank,Kea,500,3.144,7.126,2.422,3.686,2.594,4.532,abstract
187,Inspec,Kea,MPRank,500,3.144,7.126,2.422,3.686,2.594,4.532,abstract
188,Inspec,MPRank,PositionRank,500,2.298,5.788,2.618,3.942,2.232,3.556,abstract
189,Inspec,PositionRank,MPRank,500,2.298,5.788,2.618,3.942,2.232,3.556,abstract
190,Inspec,MPRank,CorrRNN,500,1.37,2.956,2.688,3.966,1.6,1.356,abstract
191,Inspec,CorrRNN,MPRank,500,1.37,2.956,2.688,3.966,1.6,1.356,abstract
192,Inspec,MPRank,TextRank,500,1.468,4.624,2.96,4.372,1.95,2.674,abstract
193,Inspec,TextRank,MPRank,500,1.468,4.624,2.96,4.372,1.95,2.674,abstract
194,Inspec,MPRank,CopyRNN_News,500,0.5,1.29,2.112,3.268,0.532,0.758,abstract
195,Inspec,CopyRNN_News,MPRank,500,0.5,1.29,2.112,3.268,0.532,0.758,abstract
196,Inspec,Kea,Kea,500,4.998,9.884,2.062,3.356,3.356,6.528,abstract
197,Inspec,Kea,PositionRank,500,2.802,6.672,2.678,4.072,2.548,4.124,abstract
198,Inspec,PositionRank,Kea,500,2.802,6.672,2.678,4.072,2.548,4.124,abstract
199,Inspec,Kea,CorrRNN,500,1.618,3.39,2.796,4.22,1.782,1.608,abstract
200,Inspec,CorrRNN,Kea,500,1.618,3.39,2.796,4.22,1.782,1.608,abstract
201,Inspec,Kea,TextRank,500,1.8,5.502,3.08,4.534,2.256,3.246,abstract
202,Inspec,TextRank,Kea,500,1.8,5.502,3.08,4.534,2.256,3.246,abstract
203,Inspec,Kea,CopyRNN_News,500,0.568,1.392,2.338,3.66,0.574,0.818,abstract
204,Inspec,CopyRNN_News,Kea,500,0.568,1.392,2.338,3.66,0.574,0.818,abstract
205,Inspec,PositionRank,PositionRank,500,4.998,9.884,1.988,3.28,3.28,6.604,abstract
206,Inspec,PositionRank,CorrRNN,500,1.45,3.25,2.892,4.248,1.692,1.558,abstract
207,Inspec,CorrRNN,PositionRank,500,1.45,3.25,2.892,4.248,1.692,1.558,abstract
208,Inspec,PositionRank,TextRank,500,3.122,7.154,2.634,4.062,2.678,4.476,abstract
209,Inspec,TextRank,PositionRank,500,3.122,7.154,2.634,4.062,2.678,4.476,abstract
210,Inspec,PositionRank,CopyRNN_News,500,0.412,1.238,2.31,3.676,0.488,0.75,abstract
211,Inspec,CopyRNN_News,PositionRank,500,0.412,1.238,2.31,3.676,0.488,0.75,abstract
212,Inspec,CorrRNN,CorrRNN,500,5.0,9.958,1.742,2.666,2.666,7.292,abstract
213,Inspec,CorrRNN,TextRank,500,0.96,2.7,3.138,4.644,1.49,1.21,abstract
214,Inspec,TextRank,CorrRNN,500,0.96,2.7,3.138,4.644,1.49,1.21,abstract
215,Inspec,CorrRNN,CopyRNN_News,500,0.51,1.422,2.042,3.072,0.478,0.944,abstract
